SurveyResponseKey,DateKey,CustomerKey,ProductCategoryKey,EnglishProductCategoryName,ProductSubcategoryKey,EnglishProductSubcategoryName,Date
677,20120405,17238,4,Accessories,34,Locks,2012-04-05 00:00:00.000
678,20120313,17242,3,Clothing,24,Tights,2012-03-13 00:00:00.000
679,20120319,17246,3,Clothing,19,Caps,2012-03-19 00:00:00.000
680,20120319,17246,4,Accessories,27,Bike Stands,2012-03-19 00:00:00.000
681,20120319,17246,4,Accessories,34,Locks,2012-03-19 00:00:00.000
682,20120416,17251,4,Accessories,28,Bottles and Cages,2012-04-16 00:00:00.000
683,20120414,17258,4,Accessories,26,Bike Racks,2012-04-14 00:00:00.000
684,20120414,17258,4,Accessories,29,Cleaners,2012-04-14 00:00:00.000
685,20120414,17263,4,Accessories,31,Helmets,2012-04-14 00:00:00.000
686,20120310,17279,4,Accessories,26,Bike Racks,2012-03-10 00:00:00.000
687,20120310,17284,4,Accessories,34,Locks,2012-03-10 00:00:00.000
688,20120323,17299,4,Accessories,28,Bottles and Cages,2012-03-23 00:00:00.000
689,20120323,17299,4,Accessories,31,Helmets,2012-03-23 00:00:00.000
690,20120427,17300,3,Clothing,25,Vests,2012-04-27 00:00:00.000
691,20120427,17300,4,Accessories,28,Bottles and Cages,2012-04-27 00:00:00.000
692,20120425,17309,3,Clothing,20,Gloves,2012-04-25 00:00:00.000
693,20120425,17309,4,Accessories,34,Locks,2012-04-25 00:00:00.000
694,20120324,17316,3,Clothing,24,Tights,2012-03-24 00:00:00.000
695,20120424,17319,3,Clothing,21,Jerseys,2012-04-24 00:00:00.000
696,20120424,17319,4,Accessories,32,Hydration Packs,2012-04-24 00:00:00.000
697,20120424,17319,4,Accessories,35,Panniers,2012-04-24 00:00:00.000
698,20120323,17327,3,Clothing,24,Tights,2012-03-23 00:00:00.000
699,20120420,17329,4,Accessories,26,Bike Racks,2012-04-20 00:00:00.000
700,20120414,17331,4,Accessories,26,Bike Racks,2012-04-14 00:00:00.000
701,20120414,17331,4,Accessories,35,Panniers,2012-04-14 00:00:00.000
702,20120328,17351,4,Accessories,37,Tires and Tubes,2012-03-28 00:00:00.000
703,20120419,17353,4,Accessories,32,Hydration Packs,2012-04-19 00:00:00.000
704,20120419,17353,4,Accessories,37,Tires and Tubes,2012-04-19 00:00:00.000
705,20120301,17388,4,Accessories,30,Fenders,2012-03-01 00:00:00.000
706,20120301,17388,4,Accessories,33,Lights,2012-03-01 00:00:00.000
707,20120301,17388,4,Accessories,34,Locks,2012-03-01 00:00:00.000
708,20120306,17400,3,Clothing,25,Vests,2012-03-06 00:00:00.000
709,20120306,17400,4,Accessories,37,Tires and Tubes,2012-03-06 00:00:00.000
710,20120401,17491,3,Clothing,24,Tights,2012-04-01 00:00:00.000
711,20120401,17491,4,Accessories,31,Helmets,2012-04-01 00:00:00.000
712,20120331,17558,4,Accessories,28,Bottles and Cages,2012-03-31 00:00:00.000
713,20120229,17579,4,Accessories,32,Hydration Packs,2012-02-29 00:00:00.000
714,20120229,17579,4,Accessories,35,Panniers,2012-02-29 00:00:00.000
715,20120320,17636,3,Clothing,21,Jerseys,2012-03-20 00:00:00.000
716,20120320,17636,4,Accessories,35,Panniers,2012-03-20 00:00:00.000
717,20120420,17655,4,Accessories,35,Panniers,2012-04-20 00:00:00.000
718,20120413,17686,3,Clothing,20,Gloves,2012-04-13 00:00:00.000
719,20120412,17707,3,Clothing,23,Socks,2012-04-12 00:00:00.000
720,20120416,17709,4,Accessories,27,Bike Stands,2012-04-16 00:00:00.000
721,20120416,17709,4,Accessories,36,Pumps,2012-04-16 00:00:00.000
722,20120414,17725,3,Clothing,20,Gloves,2012-04-14 00:00:00.000
723,20120414,17725,4,Accessories,31,Helmets,2012-04-14 00:00:00.000
724,20120318,17727,3,Clothing,22,Shorts,2012-03-18 00:00:00.000
725,20120318,17727,3,Clothing,24,Tights,2012-03-18 00:00:00.000
726,20120427,17728,4,Accessories,26,Bike Racks,2012-04-27 00:00:00.000
727,20120427,17728,4,Accessories,36,Pumps,2012-04-27 00:00:00.000
728,20120312,17730,4,Accessories,30,Fenders,2012-03-12 00:00:00.000
729,20120312,17730,4,Accessories,32,Hydration Packs,2012-03-12 00:00:00.000
730,20120312,17730,4,Accessories,35,Panniers,2012-03-12 00:00:00.000
731,20120313,17746,4,Accessories,31,Helmets,2012-03-13 00:00:00.000
732,20120318,17753,4,Accessories,31,Helmets,2012-03-18 00:00:00.000
733,20120315,17755,3,Clothing,19,Caps,2012-03-15 00:00:00.000
734,20120315,17755,3,Clothing,22,Shorts,2012-03-15 00:00:00.000
735,20120315,17755,3,Clothing,23,Socks,2012-03-15 00:00:00.000
736,20120229,17760,4,Accessories,33,Lights,2012-02-29 00:00:00.000
737,20120229,17760,4,Accessories,35,Panniers,2012-02-29 00:00:00.000
738,20120424,17786,3,Clothing,25,Vests,2012-04-24 00:00:00.000
739,20120424,17786,4,Accessories,34,Locks,2012-04-24 00:00:00.000
740,20120424,17786,4,Accessories,36,Pumps,2012-04-24 00:00:00.000
741,20120323,17792,3,Clothing,21,Jerseys,2012-03-23 00:00:00.000
742,20120425,17795,4,Accessories,33,Lights,2012-04-25 00:00:00.000
743,20120403,17882,3,Clothing,18,Bib-Shorts,2012-04-03 00:00:00.000
744,20120403,17882,4,Accessories,36,Pumps,2012-04-03 00:00:00.000
745,20120229,17884,3,Clothing,21,Jerseys,2012-02-29 00:00:00.000
746,20120229,17884,4,Accessories,32,Hydration Packs,2012-02-29 00:00:00.000
747,20120325,17895,3,Clothing,18,Bib-Shorts,2012-03-25 00:00:00.000
748,20120325,17895,4,Accessories,27,Bike Stands,2012-03-25 00:00:00.000
749,20120309,17901,4,Accessories,29,Cleaners,2012-03-09 00:00:00.000
750,20120411,17910,4,Accessories,26,Bike Racks,2012-04-11 00:00:00.000
751,20120411,17910,4,Accessories,30,Fenders,2012-04-11 00:00:00.000
752,20120420,17911,4,Accessories,27,Bike Stands,2012-04-20 00:00:00.000
753,20120420,17911,4,Accessories,34,Locks,2012-04-20 00:00:00.000
754,20120420,17911,4,Accessories,35,Panniers,2012-04-20 00:00:00.000
755,20120306,17922,3,Clothing,22,Shorts,2012-03-06 00:00:00.000
756,20120302,17951,4,Accessories,36,Pumps,2012-03-02 00:00:00.000
757,20120314,17960,3,Clothing,24,Tights,2012-03-14 00:00:00.000
758,20120328,18092,3,Clothing,25,Vests,2012-03-28 00:00:00.000
759,20120328,18092,4,Accessories,34,Locks,2012-03-28 00:00:00.000
760,20120408,18116,3,Clothing,18,Bib-Shorts,2012-04-08 00:00:00.000
761,20120310,18135,4,Accessories,28,Bottles and Cages,2012-03-10 00:00:00.000
762,20120315,18154,3,Clothing,18,Bib-Shorts,2012-03-15 00:00:00.000
763,20120306,18160,4,Accessories,36,Pumps,2012-03-06 00:00:00.000
764,20120302,18168,4,Accessories,35,Panniers,2012-03-02 00:00:00.000
765,20120327,18186,4,Accessories,34,Locks,2012-03-27 00:00:00.000
766,20120323,18196,3,Clothing,22,Shorts,2012-03-23 00:00:00.000
767,20120305,18198,3,Clothing,18,Bib-Shorts,2012-03-05 00:00:00.000
768,20120325,18202,3,Clothing,20,Gloves,2012-03-25 00:00:00.000
769,20120317,18203,4,Accessories,33,Lights,2012-03-17 00:00:00.000
770,20120331,18206,3,Clothing,21,Jerseys,2012-03-31 00:00:00.000
771,20120331,18206,4,Accessories,26,Bike Racks,2012-03-31 00:00:00.000
772,20120331,18206,4,Accessories,36,Pumps,2012-03-31 00:00:00.000
773,20120414,18209,4,Accessories,34,Locks,2012-04-14 00:00:00.000
774,20120316,18214,3,Clothing,19,Caps,2012-03-16 00:00:00.000
775,20120316,18214,3,Clothing,21,Jerseys,2012-03-16 00:00:00.000
776,20120316,18214,4,Accessories,29,Cleaners,2012-03-16 00:00:00.000
777,20120414,18243,3,Clothing,18,Bib-Shorts,2012-04-14 00:00:00.000
778,20120326,18247,3,Clothing,18,Bib-Shorts,2012-03-26 00:00:00.000
779,20120412,18250,3,Clothing,22,Shorts,2012-04-12 00:00:00.000
780,20120320,18251,4,Accessories,35,Panniers,2012-03-20 00:00:00.000
781,20120307,18253,3,Clothing,25,Vests,2012-03-07 00:00:00.000
782,20120307,18253,4,Accessories,34,Locks,2012-03-07 00:00:00.000
783,20120307,18253,4,Accessories,35,Panniers,2012-03-07 00:00:00.000
784,20120316,18255,4,Accessories,32,Hydration Packs,2012-03-16 00:00:00.000
785,20120314,18259,3,Clothing,20,Gloves,2012-03-14 00:00:00.000
786,20120314,18259,4,Accessories,30,Fenders,2012-03-14 00:00:00.000
787,20120314,18259,4,Accessories,33,Lights,2012-03-14 00:00:00.000
788,20120405,18263,3,Clothing,20,Gloves,2012-04-05 00:00:00.000
789,20120405,18263,3,Clothing,22,Shorts,2012-04-05 00:00:00.000
790,20120419,18264,4,Accessories,26,Bike Racks,2012-04-19 00:00:00.000
791,20120327,18273,4,Accessories,32,Hydration Packs,2012-03-27 00:00:00.000
792,20120307,18281,3,Clothing,23,Socks,2012-03-07 00:00:00.000
793,20120307,18281,3,Clothing,25,Vests,2012-03-07 00:00:00.000
794,20120307,18281,4,Accessories,29,Cleaners,2012-03-07 00:00:00.000
795,20120426,18288,4,Accessories,26,Bike Racks,2012-04-26 00:00:00.000
796,20120328,18289,3,Clothing,23,Socks,2012-03-28 00:00:00.000
797,20120304,18292,4,Accessories,30,Fenders,2012-03-04 00:00:00.000
798,20120304,18292,4,Accessories,35,Panniers,2012-03-04 00:00:00.000
799,20120426,18296,3,Clothing,19,Caps,2012-04-26 00:00:00.000
800,20120426,18296,3,Clothing,20,Gloves,2012-04-26 00:00:00.000
801,20120426,18296,4,Accessories,32,Hydration Packs,2012-04-26 00:00:00.000
802,20120312,18297,3,Clothing,18,Bib-Shorts,2012-03-12 00:00:00.000
803,20120312,18297,4,Accessories,35,Panniers,2012-03-12 00:00:00.000
804,20120311,18299,3,Clothing,18,Bib-Shorts,2012-03-11 00:00:00.000
805,20120315,18300,4,Accessories,30,Fenders,2012-03-15 00:00:00.000
806,20120420,18306,4,Accessories,29,Cleaners,2012-04-20 00:00:00.000
807,20120420,18306,4,Accessories,31,Helmets,2012-04-20 00:00:00.000
808,20120316,18308,3,Clothing,21,Jerseys,2012-03-16 00:00:00.000
809,20120316,18308,3,Clothing,23,Socks,2012-03-16 00:00:00.000
810,20120304,18317,3,Clothing,21,Jerseys,2012-03-04 00:00:00.000
811,20120313,18329,3,Clothing,18,Bib-Shorts,2012-03-13 00:00:00.000
812,20120313,18329,3,Clothing,24,Tights,2012-03-13 00:00:00.000
813,20120412,18334,4,Accessories,31,Helmets,2012-04-12 00:00:00.000
814,20120414,18337,4,Accessories,26,Bike Racks,2012-04-14 00:00:00.000
815,20120310,18391,4,Accessories,28,Bottles and Cages,2012-03-10 00:00:00.000
816,20120311,18447,3,Clothing,19,Caps,2012-03-11 00:00:00.000
817,20120317,18451,3,Clothing,20,Gloves,2012-03-17 00:00:00.000
818,20120308,18458,3,Clothing,20,Gloves,2012-03-08 00:00:00.000
819,20120308,18458,4,Accessories,29,Cleaners,2012-03-08 00:00:00.000
820,20120423,18469,4,Accessories,31,Helmets,2012-04-23 00:00:00.000
821,20120423,18469,4,Accessories,32,Hydration Packs,2012-04-23 00:00:00.000
822,20120321,18482,3,Clothing,20,Gloves,2012-03-21 00:00:00.000
823,20120318,18484,4,Accessories,35,Panniers,2012-03-18 00:00:00.000
824,20120301,18491,3,Clothing,21,Jerseys,2012-03-01 00:00:00.000
825,20120410,18495,4,Accessories,26,Bike Racks,2012-04-10 00:00:00.000
826,20120410,18495,4,Accessories,31,Helmets,2012-04-10 00:00:00.000
827,20120410,18495,4,Accessories,34,Locks,2012-04-10 00:00:00.000
828,20120420,18629,3,Clothing,20,Gloves,2012-04-20 00:00:00.000
829,20120420,18629,4,Accessories,35,Panniers,2012-04-20 00:00:00.000
830,20120323,18636,3,Clothing,21,Jerseys,2012-03-23 00:00:00.000
831,20120318,18691,4,Accessories,33,Lights,2012-03-18 00:00:00.000
832,20120321,18697,3,Clothing,19,Caps,2012-03-21 00:00:00.000
833,20120421,18702,3,Clothing,19,Caps,2012-04-21 00:00:00.000
834,20120330,18708,3,Clothing,23,Socks,2012-03-30 00:00:00.000
835,20120330,18708,4,Accessories,30,Fenders,2012-03-30 00:00:00.000
836,20120427,18711,3,Clothing,24,Tights,2012-04-27 00:00:00.000
837,20120411,18717,3,Clothing,18,Bib-Shorts,2012-04-11 00:00:00.000
838,20120411,18717,4,Accessories,26,Bike Racks,2012-04-11 00:00:00.000
839,20120411,18717,4,Accessories,27,Bike Stands,2012-04-11 00:00:00.000
840,20120312,18727,3,Clothing,18,Bib-Shorts,2012-03-12 00:00:00.000
841,20120312,18727,4,Accessories,34,Locks,2012-03-12 00:00:00.000
842,20120317,18731,3,Clothing,23,Socks,2012-03-17 00:00:00.000
843,20120311,18735,4,Accessories,30,Fenders,2012-03-11 00:00:00.000
844,20120309,18736,3,Clothing,18,Bib-Shorts,2012-03-09 00:00:00.000
845,20120309,18736,4,Accessories,35,Panniers,2012-03-09 00:00:00.000
846,20120326,18741,3,Clothing,22,Shorts,2012-03-26 00:00:00.000
847,20120326,18741,3,Clothing,24,Tights,2012-03-26 00:00:00.000
848,20120326,18741,4,Accessories,37,Tires and Tubes,2012-03-26 00:00:00.000
849,20120307,18788,3,Clothing,22,Shorts,2012-03-07 00:00:00.000
850,20120403,18841,3,Clothing,22,Shorts,2012-04-03 00:00:00.000
851,20120403,18841,4,Accessories,36,Pumps,2012-04-03 00:00:00.000
852,20120403,18841,4,Accessories,37,Tires and Tubes,2012-04-03 00:00:00.000
853,20120325,18855,3,Clothing,22,Shorts,2012-03-25 00:00:00.000
854,20120403,18871,3,Clothing,23,Socks,2012-04-03 00:00:00.000
855,20120403,18871,4,Accessories,36,Pumps,2012-04-03 00:00:00.000
856,20120327,18882,4,Accessories,34,Locks,2012-03-27 00:00:00.000
857,20120327,18882,4,Accessories,36,Pumps,2012-03-27 00:00:00.000
858,20120425,18902,3,Clothing,18,Bib-Shorts,2012-04-25 00:00:00.000
859,20120325,18944,4,Accessories,31,Helmets,2012-03-25 00:00:00.000
860,20120416,18950,4,Accessories,29,Cleaners,2012-04-16 00:00:00.000
861,20120416,18950,4,Accessories,37,Tires and Tubes,2012-04-16 00:00:00.000
862,20120422,18968,4,Accessories,26,Bike Racks,2012-04-22 00:00:00.000
863,20120406,18971,4,Accessories,27,Bike Stands,2012-04-06 00:00:00.000
864,20120406,18971,4,Accessories,32,Hydration Packs,2012-04-06 00:00:00.000
865,20120404,19047,3,Clothing,18,Bib-Shorts,2012-04-04 00:00:00.000
866,20120404,19047,4,Accessories,28,Bottles and Cages,2012-04-04 00:00:00.000
867,20120317,19066,4,Accessories,29,Cleaners,2012-03-17 00:00:00.000
868,20120315,19072,4,Accessories,36,Pumps,2012-03-15 00:00:00.000
869,20120229,19076,4,Accessories,29,Cleaners,2012-02-29 00:00:00.000
870,20120329,19090,3,Clothing,19,Caps,2012-03-29 00:00:00.000
871,20120329,19090,4,Accessories,30,Fenders,2012-03-29 00:00:00.000
872,20120301,19094,3,Clothing,25,Vests,2012-03-01 00:00:00.000
873,20120301,19094,4,Accessories,28,Bottles and Cages,2012-03-01 00:00:00.000
874,20120301,19094,4,Accessories,32,Hydration Packs,2012-03-01 00:00:00.000
875,20120302,19095,4,Accessories,27,Bike Stands,2012-03-02 00:00:00.000
876,20120408,19101,4,Accessories,29,Cleaners,2012-04-08 00:00:00.000
877,20120408,19101,4,Accessories,34,Locks,2012-04-08 00:00:00.000
878,20120423,19150,4,Accessories,37,Tires and Tubes,2012-04-23 00:00:00.000
879,20120313,19193,3,Clothing,23,Socks,2012-03-13 00:00:00.000
880,20120313,19193,4,Accessories,35,Panniers,2012-03-13 00:00:00.000
881,20120407,19232,3,Clothing,18,Bib-Shorts,2012-04-07 00:00:00.000
882,20120407,19232,3,Clothing,23,Socks,2012-04-07 00:00:00.000
883,20120410,19278,4,Accessories,28,Bottles and Cages,2012-04-10 00:00:00.000
884,20120410,19278,4,Accessories,30,Fenders,2012-04-10 00:00:00.000
885,20120311,19311,3,Clothing,19,Caps,2012-03-11 00:00:00.000
886,20120302,19339,3,Clothing,20,Gloves,2012-03-02 00:00:00.000
887,20120302,19339,4,Accessories,36,Pumps,2012-03-02 00:00:00.000
888,20120301,19345,3,Clothing,20,Gloves,2012-03-01 00:00:00.000
889,20120301,19345,4,Accessories,35,Panniers,2012-03-01 00:00:00.000
890,20120401,19369,3,Clothing,21,Jerseys,2012-04-01 00:00:00.000
891,20120401,19369,3,Clothing,25,Vests,2012-04-01 00:00:00.000
892,20120420,19382,3,Clothing,23,Socks,2012-04-20 00:00:00.000
893,20120420,19382,4,Accessories,37,Tires and Tubes,2012-04-20 00:00:00.000
894,20120306,19385,3,Clothing,23,Socks,2012-03-06 00:00:00.000
895,20120402,19418,4,Accessories,29,Cleaners,2012-04-02 00:00:00.000
896,20120314,19419,4,Accessories,30,Fenders,2012-03-14 00:00:00.000
897,20120328,19465,3,Clothing,19,Caps,2012-03-28 00:00:00.000
898,20120325,19555,3,Clothing,19,Caps,2012-03-25 00:00:00.000
899,20120325,19555,4,Accessories,26,Bike Racks,2012-03-25 00:00:00.000
900,20120413,19559,3,Clothing,23,Socks,2012-04-13 00:00:00.000
901,20120413,19559,4,Accessories,32,Hydration Packs,2012-04-13 00:00:00.000
902,20120411,19561,3,Clothing,19,Caps,2012-04-11 00:00:00.000
903,20120415,19562,3,Clothing,24,Tights,2012-04-15 00:00:00.000
904,20120415,19562,4,Accessories,30,Fenders,2012-04-15 00:00:00.000
905,20120420,19569,4,Accessories,30,Fenders,2012-04-20 00:00:00.000
906,20120427,19581,3,Clothing,18,Bib-Shorts,2012-04-27 00:00:00.000
907,20120427,19581,3,Clothing,24,Tights,2012-04-27 00:00:00.000
908,20120421,19592,3,Clothing,23,Socks,2012-04-21 00:00:00.000
909,20120323,19597,4,Accessories,37,Tires and Tubes,2012-03-23 00:00:00.000
910,20120308,19608,4,Accessories,28,Bottles and Cages,2012-03-08 00:00:00.000
911,20120411,19609,4,Accessories,27,Bike Stands,2012-04-11 00:00:00.000
912,20120330,19610,4,Accessories,32,Hydration Packs,2012-03-30 00:00:00.000
913,20120330,19610,4,Accessories,35,Panniers,2012-03-30 00:00:00.000
914,20120330,19610,4,Accessories,36,Pumps,2012-03-30 00:00:00.000
915,20120306,19611,3,Clothing,23,Socks,2012-03-06 00:00:00.000
916,20120306,19611,4,Accessories,28,Bottles and Cages,2012-03-06 00:00:00.000
917,20120306,19611,4,Accessories,31,Helmets,2012-03-06 00:00:00.000
918,20120306,19611,4,Accessories,36,Pumps,2012-03-06 00:00:00.000
919,20120312,19614,4,Accessories,28,Bottles and Cages,2012-03-12 00:00:00.000
920,20120313,19615,3,Clothing,25,Vests,2012-03-13 00:00:00.000
921,20120320,19617,3,Clothing,25,Vests,2012-03-20 00:00:00.000
922,20120320,19617,4,Accessories,33,Lights,2012-03-20 00:00:00.000
923,20120313,19618,4,Accessories,31,Helmets,2012-03-13 00:00:00.000
924,20120325,19620,4,Accessories,29,Cleaners,2012-03-25 00:00:00.000
925,20120308,19621,4,Accessories,35,Panniers,2012-03-08 00:00:00.000
926,20120316,19631,4,Accessories,33,Lights,2012-03-16 00:00:00.000
927,20120316,19631,4,Accessories,37,Tires and Tubes,2012-03-16 00:00:00.000
928,20120304,19651,3,Clothing,18,Bib-Shorts,2012-03-04 00:00:00.000
929,20120314,19667,3,Clothing,19,Caps,2012-03-14 00:00:00.000
930,20120314,19667,4,Accessories,28,Bottles and Cages,2012-03-14 00:00:00.000
931,20120314,19667,4,Accessories,37,Tires and Tubes,2012-03-14 00:00:00.000
932,20120422,19752,3,Clothing,19,Caps,2012-04-22 00:00:00.000
933,20120413,19753,3,Clothing,20,Gloves,2012-04-13 00:00:00.000
934,20120301,19762,3,Clothing,20,Gloves,2012-03-01 00:00:00.000
935,20120423,19765,4,Accessories,35,Panniers,2012-04-23 00:00:00.000
936,20120323,19772,3,Clothing,18,Bib-Shorts,2012-03-23 00:00:00.000
937,20120423,19782,3,Clothing,18,Bib-Shorts,2012-04-23 00:00:00.000
938,20120423,19782,3,Clothing,19,Caps,2012-04-23 00:00:00.000
939,20120423,19782,3,Clothing,21,Jerseys,2012-04-23 00:00:00.000
940,20120317,19784,4,Accessories,31,Helmets,2012-03-17 00:00:00.000
941,20120329,19786,3,Clothing,19,Caps,2012-03-29 00:00:00.000
942,20120329,19786,4,Accessories,27,Bike Stands,2012-03-29 00:00:00.000
943,20120329,19786,4,Accessories,28,Bottles and Cages,2012-03-29 00:00:00.000
944,20120319,19798,3,Clothing,21,Jerseys,2012-03-19 00:00:00.000
945,20120424,19801,3,Clothing,21,Jerseys,2012-04-24 00:00:00.000
946,20120424,19801,4,Accessories,28,Bottles and Cages,2012-04-24 00:00:00.000
947,20120318,19826,4,Accessories,29,Cleaners,2012-03-18 00:00:00.000
948,20120427,19839,3,Clothing,22,Shorts,2012-04-27 00:00:00.000
949,20120427,19839,4,Accessories,33,Lights,2012-04-27 00:00:00.000
950,20120427,19839,4,Accessories,35,Panniers,2012-04-27 00:00:00.000
951,20120409,19862,3,Clothing,21,Jerseys,2012-04-09 00:00:00.000
952,20120409,19862,4,Accessories,37,Tires and Tubes,2012-04-09 00:00:00.000
953,20120405,19870,4,Accessories,36,Pumps,2012-04-05 00:00:00.000
954,20120326,19912,3,Clothing,20,Gloves,2012-03-26 00:00:00.000
955,20120326,19912,4,Accessories,29,Cleaners,2012-03-26 00:00:00.000
956,20120308,19944,4,Accessories,28,Bottles and Cages,2012-03-08 00:00:00.000
957,20120308,19944,4,Accessories,31,Helmets,2012-03-08 00:00:00.000
958,20120320,19948,4,Accessories,28,Bottles and Cages,2012-03-20 00:00:00.000
959,20120329,19952,4,Accessories,31,Helmets,2012-03-29 00:00:00.000
960,20120331,19954,3,Clothing,19,Caps,2012-03-31 00:00:00.000
961,20120331,19954,3,Clothing,23,Socks,2012-03-31 00:00:00.000
962,20120331,19954,3,Clothing,25,Vests,2012-03-31 00:00:00.000
963,20120404,19955,4,Accessories,37,Tires and Tubes,2012-04-04 00:00:00.000
964,20120413,19960,4,Accessories,33,Lights,2012-04-13 00:00:00.000
965,20120320,19961,3,Clothing,19,Caps,2012-03-20 00:00:00.000
966,20120320,19961,4,Accessories,30,Fenders,2012-03-20 00:00:00.000
967,20120320,19961,4,Accessories,31,Helmets,2012-03-20 00:00:00.000
968,20120319,19968,3,Clothing,19,Caps,2012-03-19 00:00:00.000
969,20120319,19968,4,Accessories,36,Pumps,2012-03-19 00:00:00.000
970,20120402,19970,3,Clothing,19,Caps,2012-04-02 00:00:00.000
971,20120404,20148,4,Accessories,37,Tires and Tubes,2012-04-04 00:00:00.000
972,20120229,20153,3,Clothing,19,Caps,2012-02-29 00:00:00.000
973,20120229,20153,4,Accessories,30,Fenders,2012-02-29 00:00:00.000
974,20120406,20157,3,Clothing,25,Vests,2012-04-06 00:00:00.000
975,20120406,20157,4,Accessories,28,Bottles and Cages,2012-04-06 00:00:00.000
976,20120406,20157,4,Accessories,33,Lights,2012-04-06 00:00:00.000
977,20120308,20158,3,Clothing,19,Caps,2012-03-08 00:00:00.000
978,20120308,20158,4,Accessories,28,Bottles and Cages,2012-03-08 00:00:00.000
979,20120308,20158,4,Accessories,29,Cleaners,2012-03-08 00:00:00.000
980,20120314,20213,3,Clothing,22,Shorts,2012-03-14 00:00:00.000
981,20120314,20213,4,Accessories,29,Cleaners,2012-03-14 00:00:00.000
982,20120314,20213,4,Accessories,32,Hydration Packs,2012-03-14 00:00:00.000
983,20120314,20213,4,Accessories,34,Locks,2012-03-14 00:00:00.000
984,20120308,20222,3,Clothing,19,Caps,2012-03-08 00:00:00.000
985,20120308,20222,4,Accessories,29,Cleaners,2012-03-08 00:00:00.000
986,20120327,20234,3,Clothing,22,Shorts,2012-03-27 00:00:00.000
987,20120328,20235,3,Clothing,20,Gloves,2012-03-28 00:00:00.000
988,20120328,20235,4,Accessories,27,Bike Stands,2012-03-28 00:00:00.000
989,20120328,20235,4,Accessories,35,Panniers,2012-03-28 00:00:00.000
990,20120406,20239,4,Accessories,35,Panniers,2012-04-06 00:00:00.000
991,20120406,20239,4,Accessories,37,Tires and Tubes,2012-04-06 00:00:00.000
992,20120316,20241,4,Accessories,33,Lights,2012-03-16 00:00:00.000
993,20120418,20245,4,Accessories,36,Pumps,2012-04-18 00:00:00.000
994,20120418,20245,4,Accessories,37,Tires and Tubes,2012-04-18 00:00:00.000
995,20120326,20248,4,Accessories,32,Hydration Packs,2012-03-26 00:00:00.000
996,20120311,20254,3,Clothing,23,Socks,2012-03-11 00:00:00.000
997,20120412,20264,3,Clothing,21,Jerseys,2012-04-12 00:00:00.000
998,20120408,20299,3,Clothing,23,Socks,2012-04-08 00:00:00.000
999,20120419,20312,4,Accessories,30,Fenders,2012-04-19 00:00:00.000
1000,20120419,20312,4,Accessories,36,Pumps,2012-04-19 00:00:00.000
1001,20120422,20318,3,Clothing,24,Tights,2012-04-22 00:00:00.000
1002,20120422,20318,4,Accessories,34,Locks,2012-04-22 00:00:00.000
1003,20120421,20354,4,Accessories,29,Cleaners,2012-04-21 00:00:00.000
1004,20120410,20417,3,Clothing,24,Tights,2012-04-10 00:00:00.000
1005,20120405,20419,3,Clothing,24,Tights,2012-04-05 00:00:00.000
1006,20120405,20419,4,Accessories,29,Cleaners,2012-04-05 00:00:00.000
1007,20120405,20419,4,Accessories,37,Tires and Tubes,2012-04-05 00:00:00.000
1008,20120322,20425,3,Clothing,24,Tights,2012-03-22 00:00:00.000
1009,20120409,20429,3,Clothing,24,Tights,2012-04-09 00:00:00.000
1010,20120409,20429,4,Accessories,29,Cleaners,2012-04-09 00:00:00.000
1011,20120324,20445,4,Accessories,37,Tires and Tubes,2012-03-24 00:00:00.000
1012,20120302,20460,3,Clothing,25,Vests,2012-03-02 00:00:00.000
1013,20120321,20492,3,Clothing,23,Socks,2012-03-21 00:00:00.000
1014,20120424,20517,4,Accessories,31,Helmets,2012-04-24 00:00:00.000
1015,20120319,20546,4,Accessories,27,Bike Stands,2012-03-19 00:00:00.000
1016,20120329,20562,4,Accessories,34,Locks,2012-03-29 00:00:00.000
1017,20120408,20585,3,Clothing,19,Caps,2012-04-08 00:00:00.000
1018,20120324,20616,3,Clothing,21,Jerseys,2012-03-24 00:00:00.000
1019,20120324,20616,4,Accessories,35,Panniers,2012-03-24 00:00:00.000
1020,20120324,20616,4,Accessories,37,Tires and Tubes,2012-03-24 00:00:00.000
1021,20120402,20627,3,Clothing,21,Jerseys,2012-04-02 00:00:00.000
1022,20120402,20627,3,Clothing,24,Tights,2012-04-02 00:00:00.000
1023,20120406,20628,4,Accessories,26,Bike Racks,2012-04-06 00:00:00.000
1024,20120401,20679,4,Accessories,33,Lights,2012-04-01 00:00:00.000
1025,20120401,20679,4,Accessories,37,Tires and Tubes,2012-04-01 00:00:00.000
1026,20120415,20694,3,Clothing,25,Vests,2012-04-15 00:00:00.000
1027,20120419,20710,4,Accessories,33,Lights,2012-04-19 00:00:00.000
1028,20120419,20710,4,Accessories,35,Panniers,2012-04-19 00:00:00.000
1029,20120312,20716,3,Clothing,19,Caps,2012-03-12 00:00:00.000
1030,20120312,20716,4,Accessories,35,Panniers,2012-03-12 00:00:00.000
1031,20120415,20740,4,Accessories,37,Tires and Tubes,2012-04-15 00:00:00.000
1032,20120418,20798,4,Accessories,31,Helmets,2012-04-18 00:00:00.000
1033,20120417,20812,4,Accessories,27,Bike Stands,2012-04-17 00:00:00.000
1034,20120321,20820,3,Clothing,23,Socks,2012-03-21 00:00:00.000
