SalesOrderNumber,SalesOrderLineNumber,SalesReasonKey
SO52718,1,2
SO52719,1,1
SO52719,2,1
SO52719,3,1
SO52719,4,1
SO52722,1,1
SO52722,2,1
SO52722,3,1
SO52722,4,1
SO52723,1,1
SO52723,2,1
SO52724,1,1
SO52724,2,1
SO52724,3,1
SO52725,1,1
SO52725,2,1
SO52725,3,1
SO52725,4,1
SO52725,5,1
SO52726,1,1
SO52726,2,1
SO52726,3,1
SO52726,4,1
SO52727,1,1
SO52727,2,1
SO52728,1,1
SO52729,1,6
SO52729,2,6
SO52730,1,1
SO52730,1,2
SO52730,2,1
SO52730,2,2
SO52730,3,1
SO52730,3,2
SO52730,4,1
SO52730,4,2
SO52730,5,1
SO52730,5,2
SO52731,1,1
SO52731,2,1
SO52731,3,1
SO52732,1,1
SO52732,2,1
SO52732,3,1
SO52732,4,1
SO52734,1,4
SO52735,1,1
SO52735,2,1
SO52735,3,1
SO52735,4,1
SO52736,1,1
SO52736,2,1
SO52736,3,1
SO52736,4,1
SO52737,1,1
SO52737,2,1
SO52737,3,1
SO52738,1,1
SO52738,2,1
SO52738,3,1
SO52739,1,1
SO52739,2,1
SO52739,3,1
SO52740,1,4
SO52741,1,1
SO52741,2,1
SO52742,1,6
SO52743,1,1
SO52743,2,1
SO52743,3,1
SO52744,1,1
SO52744,2,1
SO52745,1,1
SO52745,2,1
SO52745,3,1
SO52746,1,1
SO52746,2,1
SO52746,3,1
SO52747,1,1
SO52747,2,1
SO52747,3,1
SO52747,4,1
SO52748,1,1
SO52748,2,1
SO52748,3,1
SO52749,1,1
SO52749,2,1
SO52750,1,1
SO52750,2,1
SO52751,1,1
SO52752,1,1
SO52752,2,1
SO52753,1,1
SO52753,2,1
SO52753,3,1
SO52754,1,1
SO52754,1,10
SO52754,2,1
SO52754,2,10
SO52755,1,1
SO52755,2,1
SO52756,1,1
SO52757,1,1
SO52757,2,1
SO52758,1,1
SO52758,1,2
SO52758,2,1
SO52758,2,2
SO52758,3,1
SO52758,3,2
SO52758,4,1
SO52758,4,2
SO52759,1,2
SO52759,2,2
SO52760,1,1
SO52760,2,1
SO52760,3,1
SO52761,1,1
SO52761,2,1
SO52761,3,1
SO52761,4,1
SO52762,1,1
SO52762,2,1
SO52762,3,1
SO52764,1,5
SO52765,1,1
SO52765,2,1
SO52765,3,1
SO52765,4,1
SO52766,1,1
SO52766,1,2
SO52766,2,1
SO52766,2,2
SO52767,1,1
SO52767,2,1
SO52767,3,1
SO52767,4,1
SO52769,1,1
SO52769,2,1
SO52770,1,1
SO52770,2,1
SO52770,3,1
SO52771,1,1
SO52771,2,1
SO52771,3,1
SO52772,1,1
SO52772,2,1
SO52772,3,1
SO52772,4,1
SO52772,5,1
SO52774,1,1
SO52774,2,1
SO52774,3,1
SO52774,4,1
SO52775,1,1
SO52775,1,2
SO52775,2,1
SO52775,2,2
SO52776,1,2
SO52777,1,1
SO52777,2,1
SO52777,3,1
SO52777,4,1
SO52778,1,1
SO52778,2,1
SO52778,3,1
SO52778,4,1
SO52779,1,1
SO52779,2,1
SO52779,3,1
SO52780,1,1
SO52780,2,1
SO52780,3,1
SO52781,1,4
SO52782,1,1
SO52782,2,1
SO52782,3,1
SO52783,1,1
SO52783,1,10
SO52783,2,1
SO52783,2,10
SO52783,3,1
SO52783,3,10
SO52784,1,2
SO52785,1,1
SO52785,2,1
SO52785,3,1
SO52785,4,1
SO52786,1,1
SO52787,1,1
SO52787,2,1
SO52788,1,1
SO52788,2,1
SO52789,1,1
SO52789,2,1
SO52789,3,1
SO52790,1,1
SO52790,2,1
SO52791,1,1
SO52791,2,1
SO52792,1,1
SO52793,1,1
SO52793,2,1
SO52794,1,1
SO52794,2,1
SO52795,1,1
SO52795,2,1
SO52795,3,1
SO52795,4,1
SO52796,1,1
SO52796,2,1
SO52798,1,1
SO52798,2,1
SO52799,1,1
SO52800,1,1
SO52800,2,1
SO52800,3,1
SO52801,1,1
SO52801,2,1
SO52802,1,1
SO52802,2,1
SO52803,1,1
SO52803,2,1
SO52804,1,1
SO52804,2,1
SO52805,1,1
SO52805,2,1
SO52806,1,1
SO52806,2,1
SO52807,1,1
SO52807,2,1
SO52807,3,1
SO52808,1,1
SO52808,2,1
SO52809,1,1
SO52809,2,1
SO52809,3,1
SO52810,1,1
SO52811,1,4
SO52811,1,10
SO52812,1,1
SO52812,2,1
SO52813,1,1
SO52813,2,1
SO52813,3,1
SO52813,4,1
SO52814,1,1
SO52814,2,1
SO52814,3,1
SO52815,1,1
SO52815,2,1
SO52816,1,1
SO52817,1,1
SO52817,2,1
SO52818,1,1
SO52818,2,1
SO52819,1,1
SO52819,2,1
SO52820,1,1
SO52820,2,1
SO52821,1,1
SO52821,2,1
SO52822,1,1
SO52822,2,1
SO52822,3,1
SO52823,1,1
SO52823,2,1
SO52823,3,1
SO52824,1,1
SO52824,2,1
SO52825,1,2
SO52826,1,1
SO52826,2,1
SO52826,3,1
SO52826,4,1
SO52826,5,1
SO52827,1,1
SO52827,2,1
SO52827,3,1
SO52827,4,1
SO52828,1,1
SO52828,2,1
SO52828,3,1
SO52830,1,1
SO52830,1,2
SO52830,2,1
SO52830,2,2
SO52830,3,1
SO52830,3,2
SO52830,4,1
SO52830,4,2
SO52831,1,1
SO52831,2,1
SO52831,3,1
SO52831,4,1
SO52832,1,1
SO52832,1,2
SO52832,2,1
SO52832,2,2
SO52832,3,1
SO52832,3,2
SO52833,1,1
SO52833,1,2
SO52833,1,10
SO52833,2,1
SO52833,2,2
SO52833,2,10
SO52833,3,1
SO52833,3,2
SO52833,3,10
SO52834,1,1
SO52834,2,1
SO52834,3,1
SO52834,4,1
SO52836,1,1
SO52836,2,1
SO52838,1,1
SO52838,2,1
SO52839,1,1
SO52839,2,1
SO52841,1,1
SO52841,2,1
SO52841,3,1
SO52841,4,1
SO52841,5,1
SO52842,1,1
SO52842,2,1
SO52842,3,1
SO52842,4,1
SO52845,1,1
SO52845,2,1
SO52845,3,1
SO52845,4,1
SO52846,1,2
SO52847,1,1
SO52847,2,1
SO52847,3,1
SO52848,1,6
SO52849,1,1
SO52850,1,1
SO52850,2,1
SO52851,1,1
SO52851,2,1
SO52852,1,1
SO52852,2,1
SO52853,1,1
SO52853,2,1
SO52854,1,1
SO52854,2,1
SO52854,3,1
SO52856,1,1
SO52856,2,1
SO52856,3,1
SO52857,1,1
SO52857,2,1
SO52858,1,4
SO52859,1,1
SO52859,2,1
SO52859,3,1
SO52860,1,1
SO52860,1,10
SO52860,2,1
SO52860,2,10
SO52861,1,1
SO52861,2,1
SO52861,3,1
SO52862,1,1
SO52862,2,1
SO52863,1,1
SO52863,2,1
SO52864,1,1
SO52864,2,1
SO52864,3,1
SO52864,4,1
SO52865,1,1
SO52865,2,1
SO52866,1,1
SO52866,2,1
SO52866,3,1
SO52867,1,1
SO52867,2,1
SO52868,1,1
SO52868,2,1
SO52868,3,1
SO52868,4,1
SO52869,1,1
SO52869,1,10
SO52869,2,1
SO52869,2,10
SO52869,3,1
SO52869,3,10
SO52870,1,1
SO52870,2,1
SO52871,1,1
SO52871,2,1
SO52872,1,1
SO52872,2,1
SO52872,3,1
SO52873,1,1
SO52873,2,1
SO52873,3,1
SO52874,1,1
SO52875,1,6
SO52875,2,6
SO52876,1,1
SO52876,2,1
SO52876,3,1
SO52877,1,1
SO52877,1,10
SO52877,2,1
SO52877,2,10
SO52877,3,1
SO52877,3,10
SO52877,4,1
SO52877,4,10
SO52883,1,1
SO52884,1,1
SO52884,2,1
SO52884,3,1
SO52885,1,1
SO52885,2,1
SO52885,3,1
SO52886,1,1
SO52886,2,1
SO52887,1,1
SO52887,1,10
SO52887,2,1
SO52887,2,10
SO52887,3,1
SO52887,3,10
SO52888,1,1
SO52889,1,4
SO52890,1,6
SO52890,2,6
SO52891,1,6
SO52891,2,6
SO52892,1,1
SO52892,2,1
SO52893,1,1
SO52893,2,1
SO52894,1,1
SO52895,1,1
SO52895,1,10
SO52895,2,1
SO52895,2,10
SO52895,3,1
SO52895,3,10
SO52896,1,1
SO52896,2,1
SO52896,3,1
SO52896,4,1
SO52896,5,1
SO52897,1,1
SO52897,2,1
SO52897,3,1
SO52898,1,1
SO52898,2,1
SO52898,3,1
SO52899,1,1
SO52899,2,1
SO52900,1,1
SO52900,2,1
SO52900,3,1
SO52901,1,1
SO52901,2,1
SO52901,3,1
SO52903,1,1
SO52903,2,1
SO52904,1,1
SO52904,1,10
SO52904,2,1
SO52904,2,10
SO52904,3,1
SO52904,3,10
SO52905,1,1
SO52905,2,1
SO52905,3,1
SO52906,1,1
SO52906,1,10
SO52906,2,1
SO52906,2,10
SO52906,3,1
SO52906,3,10
SO52907,1,1
SO52907,2,1
SO52908,1,1
SO52909,1,1
SO52909,2,1
SO52909,3,1
SO52910,1,1
SO52910,2,1
SO52911,1,1
SO52911,2,1
SO52911,3,1
SO52912,1,1
SO52912,2,1
SO52912,3,1
SO52912,4,1
SO52913,1,1
SO52914,1,1
SO52914,2,1
SO52915,1,1
SO52915,2,1
SO52915,3,1
SO52916,1,1
SO52916,2,1
SO52916,3,1
SO52917,1,1
SO52917,2,1
SO52918,1,1
SO52918,2,1
SO52918,3,1
SO52919,1,2
SO52919,2,2
SO52921,1,6
SO52921,2,6
SO52922,1,1
SO52922,2,1
SO52922,3,1
SO52922,4,1
SO52923,1,1
SO52923,2,1
SO52923,3,1
SO52923,4,1
SO52925,1,1
SO52925,2,1
SO52925,3,1
SO52925,4,1
SO52926,1,1
SO52926,2,1
SO52926,3,1
SO52926,4,1
SO52928,1,1
SO52928,1,10
SO52928,2,1
SO52928,2,10
SO52928,3,1
SO52928,3,10
SO52928,4,1
SO52928,4,10
SO52929,1,1
SO52929,2,1
SO52929,3,1
SO52931,1,1
SO52931,1,10
SO52932,1,1
SO52932,2,1
SO52933,1,1
SO52933,2,1
SO52933,3,1
SO52933,4,1
SO52934,1,4
SO52935,1,1
SO52936,1,1
SO52936,2,1
SO52936,3,1
SO52937,1,6
SO52938,1,1
SO52938,2,1
SO52939,1,1
SO52939,1,10
SO52939,2,1
SO52939,2,10
SO52939,3,1
SO52939,3,10
SO52940,1,1
SO52940,2,1
SO52941,1,1
SO52941,2,1
SO52942,1,1
SO52943,1,1
SO52943,2,1
SO52944,1,1
SO52944,2,1
SO52944,3,1
SO52945,1,1
SO52945,2,1
SO52945,3,1
SO52946,1,1
SO52946,2,1
SO52947,1,1
SO52948,1,1
SO52949,1,1
SO52949,2,1
SO52949,3,1
SO52949,4,1
SO52950,1,1
SO52950,2,1
SO52950,3,1
SO52951,1,1
SO52951,1,10
SO52951,2,1
SO52951,2,10
SO52952,1,1
SO52953,1,1
SO52954,1,1
SO52954,2,1
SO52955,1,2
SO52956,1,2
SO52959,1,1
SO52959,2,1
SO52960,1,1
SO52960,1,2
SO52960,1,10
SO52960,2,1
SO52960,2,2
SO52960,2,10
SO52960,3,1
SO52960,3,2
SO52960,3,10
SO52961,1,1
SO52961,2,1
SO52961,3,1
SO52963,1,1
SO52963,2,1
SO52963,3,1
SO52964,1,1
SO52964,1,2
SO52964,2,1
SO52964,2,2
SO52964,3,1
SO52964,3,2
SO52964,4,1
SO52964,4,2
SO52966,1,2
SO52967,1,1
SO52967,2,1
SO52967,3,1
SO52968,1,4
SO52969,1,1
SO52969,2,1
SO52970,1,1
SO52970,2,1
SO52970,3,1
SO52971,1,4
SO52972,1,1
SO52972,2,1
SO52973,1,1
SO52974,1,1
SO52976,1,1
SO52976,2,1
SO52977,1,1
SO52977,2,1
SO52977,3,1
SO52979,1,1
SO52979,2,1
SO52980,1,1
SO52980,2,1
SO52980,3,1
SO52981,1,4
SO52982,1,1
SO52982,2,1
SO52982,3,1
SO52983,1,1
SO52983,2,1
SO52983,3,1
SO52984,1,1
SO52984,2,1
SO52984,3,1
SO52985,1,1
SO52985,2,1
SO52986,1,1
SO52986,2,1
SO52987,1,1
SO52987,2,1
SO52987,3,1
SO52987,4,1
SO52988,1,1
SO52988,2,1
SO52988,3,1
SO52989,1,1
SO52989,2,1
SO52990,1,1
SO52990,2,1
SO52991,1,1
SO52991,2,1
SO52991,3,1
SO52992,1,1
SO52993,1,1
SO52993,2,1
SO52994,1,1
SO52995,1,1
SO52995,1,10
SO52995,2,1
SO52995,2,10
SO52995,3,1
SO52995,3,10
SO52996,1,1
SO52996,2,1
SO52996,3,1
SO52997,1,1
SO52997,1,2
SO52997,2,1
SO52997,2,2
SO52998,1,1
SO52998,2,1
SO52998,3,1
SO52998,4,1
SO52998,5,1
SO52999,1,2
SO53000,1,2
SO53000,2,2
SO53003,1,1
SO53003,2,1
SO53004,1,1
SO53004,1,2
SO53004,2,1
SO53004,2,2
SO53004,3,1
SO53004,3,2
SO53006,1,1
SO53006,2,1
SO53007,1,1
SO53008,1,1
SO53008,2,1
SO53008,3,1
SO53008,4,1
SO53009,1,1
SO53009,2,1
SO53011,1,1
SO53011,2,1
SO53011,3,1
SO53012,1,1
SO53012,2,1
SO53012,3,1
SO53013,1,1
SO53013,1,10
SO53013,2,1
SO53013,2,10
SO53013,3,1
SO53013,3,10
SO53013,4,1
SO53013,4,10
SO53013,5,1
SO53013,5,10
SO53014,1,1
SO53014,2,1
SO53015,1,1
SO53016,1,1
SO53017,1,1
SO53018,1,1
SO53018,2,1
SO53019,1,1
SO53019,2,1
SO53019,3,1
SO53020,1,1
SO53021,1,1
SO53021,2,1
SO53022,1,1
SO53023,1,1
SO53023,2,1
SO53023,3,1
SO53024,1,1
SO53024,2,1
SO53024,3,1
SO53024,4,1
SO53025,1,1
SO53025,2,1
SO53025,3,1
SO53026,1,1
SO53027,1,1
SO53027,2,1
SO53028,1,1
SO53028,2,1
SO53029,1,1
SO53029,2,1
SO53030,1,1
SO53030,2,1
SO53030,3,1
SO53030,4,1
SO53031,1,1
SO53031,2,1
SO53031,3,1
SO53031,4,1
SO53032,1,6
SO53033,1,1
SO53033,2,1
SO53033,3,1
SO53034,1,1
SO53034,2,1
SO53035,1,1
SO53035,2,1
SO53036,1,1
SO53036,1,10
SO53036,2,1
SO53036,2,10
SO53036,3,1
SO53036,3,10
SO53037,1,1
SO53037,1,10
SO53037,2,1
SO53037,2,10
SO53037,3,1
SO53037,3,10
SO53038,1,1
SO53039,1,1
SO53039,2,1
SO53040,1,1
SO53040,2,1
SO53040,3,1
SO53041,1,1
SO53041,2,1
SO53041,3,1
SO53042,1,1
SO53042,2,1
SO53042,3,1
SO53043,1,1
SO53043,1,10
SO53043,2,1
SO53043,2,10
SO53044,1,1
SO53045,1,1
SO53045,2,1
SO53045,3,1
SO53046,1,1
SO53046,2,1
SO53047,1,1
SO53047,1,2
SO53047,2,1
SO53047,2,2
SO53047,3,1
SO53047,3,2
SO53047,4,1
SO53047,4,2
SO53048,1,1
SO53048,1,2
SO53048,2,1
SO53048,2,2
SO53048,3,1
SO53048,3,2
SO53048,4,1
SO53048,4,2
SO53049,1,1
SO53049,2,1
SO53049,3,1
SO53050,1,1
SO53050,2,1
SO53050,3,1
SO53051,1,2
SO53051,2,2
SO53052,1,1
SO53052,1,2
SO53052,2,1
SO53052,2,2
SO53052,3,1
SO53052,3,2
SO53054,1,1
SO53054,2,1
SO53054,3,1
SO53054,4,1
SO53055,1,1
SO53055,2,1
SO53055,3,1
SO53055,4,1
SO53056,1,1
SO53056,2,1
SO53056,3,1
SO53056,4,1
SO53057,1,2
SO53057,2,2
SO53058,1,1
SO53058,1,2
SO53058,2,1
SO53058,2,2
SO53058,3,1
SO53058,3,2
SO53058,4,1
SO53058,4,2
SO53060,1,1
SO53060,2,1
SO53060,3,1
SO53060,4,1
SO53062,1,1
SO53062,2,1
SO53062,3,1
SO53062,4,1
SO53063,1,1
SO53063,1,2
SO53063,2,1
SO53063,2,2
SO53063,3,1
SO53063,3,2
SO53064,1,1
SO53064,1,2
SO53064,2,1
SO53064,2,2
SO53064,3,1
SO53064,3,2
SO53064,4,1
SO53064,4,2
SO53065,1,1
SO53065,1,2
SO53065,2,1
SO53065,2,2
SO53065,3,1
SO53065,3,2
SO53065,4,1
SO53065,4,2
SO53066,1,1
SO53066,1,2
SO53066,2,1
SO53066,2,2
SO53068,1,2
SO53069,1,6
SO53070,1,1
SO53071,1,1
SO53071,2,1
SO53071,3,1
SO53071,4,1
SO53072,1,1
SO53072,2,1
SO53072,3,1
SO53073,1,1
SO53073,1,10
SO53073,2,1
SO53073,2,10
SO53074,1,1
SO53074,2,1
SO53074,3,1
SO53075,1,1
SO53075,2,1
SO53076,1,1
SO53077,1,1
SO53077,2,1
SO53077,3,1
SO53078,1,1
SO53078,2,1
SO53079,1,1
SO53079,2,1
SO53080,1,1
SO53080,1,10
SO53081,1,1
SO53081,2,1
SO53081,3,1
SO53082,1,1
SO53082,2,1
SO53082,3,1
SO53082,4,1
SO53083,1,1
SO53083,1,2
SO53083,2,1
SO53083,2,2
SO53083,3,1
SO53083,3,2
SO53084,1,1
SO53085,1,1
SO53085,2,1
SO53085,3,1
SO53086,1,1
SO53087,1,1
SO53087,2,1
SO53088,1,1
SO53089,1,1
SO53089,2,1
SO53090,1,1
SO53090,2,1
SO53090,3,1
SO53091,1,1
SO53091,2,1
SO53091,3,1
SO53092,1,1
SO53092,2,1
SO53092,3,1
SO53092,4,1
SO53092,5,1
SO53093,1,1
SO53093,2,1
SO53093,3,1
SO53094,1,4
SO53095,1,1
SO53095,2,1
SO53096,1,1
SO53096,2,1
SO53096,3,1
SO53097,1,1
SO53097,2,1
SO53097,3,1
SO53097,4,1
SO53098,1,6
SO53100,1,1
SO53101,1,1
SO53102,1,1
SO53103,1,1
SO53103,2,1
SO53103,3,1
SO53104,1,1
SO53104,1,10
SO53104,2,1
SO53104,2,10
SO53104,3,1
SO53104,3,10
SO53105,1,1
SO53105,2,1
SO53106,1,1
SO53107,1,1
SO53108,1,1
SO53109,1,1
SO53109,2,1
SO53110,1,1
SO53110,2,1
SO53111,1,1
SO53111,2,1
SO53111,3,1
SO53112,1,1
SO53112,2,1
SO53112,3,1
SO53113,1,1
SO53113,2,1
SO53114,1,1
SO53115,1,1
SO53115,2,1
SO53115,3,1
SO53116,1,1
SO53116,2,1
SO53116,3,1
SO53117,1,1
SO53117,1,10
SO53117,2,1
SO53117,2,10
SO53117,3,1
SO53117,3,10
SO53118,1,1
SO53118,1,10
SO53118,2,1
SO53118,2,10
SO53119,1,2
SO53120,1,1
SO53120,2,1
SO53120,3,1
SO53120,4,1
SO53121,1,1
SO53121,2,1
SO53122,1,1
SO53122,2,1
SO53122,3,1
SO53122,4,1
SO53123,1,1
SO53123,2,1
SO53124,1,1
SO53124,2,1
SO53124,3,1
SO53125,1,1
SO53125,2,1
SO53125,3,1
SO53125,4,1
SO53126,1,2
SO53127,1,1
SO53127,2,1
SO53127,3,1
SO53127,4,1
SO53128,1,1
SO53128,1,2
SO53128,2,1
SO53128,2,2
SO53128,3,1
SO53128,3,2
SO53128,4,1
SO53128,4,2
SO53129,1,1
SO53129,2,1
SO53129,3,1
SO53130,1,1
SO53130,2,1
SO53130,3,1
SO53130,4,1
SO53131,1,1
SO53131,1,2
SO53131,1,10
SO53131,2,1
SO53131,2,2
SO53131,2,10
SO53131,3,1
SO53131,3,2
SO53131,3,10
SO53134,1,1
SO53134,2,1
SO53134,3,1
SO53134,4,1
SO53134,5,1
SO53135,1,1
SO53135,2,1
SO53135,3,1
SO53136,1,1
SO53136,2,1
SO53137,1,1
SO53138,1,4
SO53138,1,10
SO53139,1,1
SO53139,1,10
SO53140,1,1
SO53140,2,1
SO53141,1,1
SO53141,1,2
SO53141,2,1
SO53141,2,2
SO53141,3,1
SO53141,3,2
SO53142,1,4
SO53143,1,1
SO53143,2,1
SO53143,3,1
SO53144,1,1
SO53144,2,1
SO53144,3,1
SO53144,4,1
SO53145,1,1
SO53145,1,10
SO53145,2,1
SO53145,2,10
SO53145,3,1
SO53145,3,10
SO53146,1,1
SO53146,2,1
SO53147,1,1
SO53147,1,10
SO53147,2,1
SO53147,2,10
SO53147,3,1
SO53147,3,10
SO53148,1,1
SO53148,2,1
SO53148,3,1
SO53148,4,1
SO53149,1,1
SO53149,2,1
SO53149,3,1
SO53150,1,1
SO53150,2,1
SO53151,1,1
SO53151,2,1
SO53152,1,6
SO53153,1,1
SO53153,2,1
SO53154,1,1
SO53154,2,1
SO53155,1,1
SO53156,1,4
SO53157,1,1
SO53157,2,1
SO53157,3,1
SO53157,4,1
SO53157,5,1
SO53158,1,1
SO53158,2,1
SO53159,1,1
SO53159,2,1
SO53159,3,1
SO53160,1,1
SO53161,1,1
SO53161,2,1
SO53161,3,1
SO53162,1,1
SO53163,1,1
SO53163,2,1
SO53164,1,1
SO53164,2,1
SO53164,3,1
SO53165,1,1
SO53165,2,1
SO53166,1,1
SO53166,2,1
SO53166,3,1
SO53166,4,1
SO53166,5,1
SO53167,1,1
SO53167,2,1
SO53168,1,1
SO53168,2,1
SO53168,3,1
SO53169,1,1
SO53169,2,1
SO53169,3,1
SO53170,1,1
SO53170,2,1
SO53170,3,1
SO53171,1,1
SO53171,2,1
SO53173,1,2
SO53174,1,1
SO53174,1,2
SO53174,2,1
SO53174,2,2
SO53174,3,1
SO53174,3,2
SO53175,1,1
SO53175,1,2
SO53175,2,1
SO53175,2,2
SO53175,3,1
SO53175,3,2
SO53175,4,1
SO53175,4,2
SO53175,5,1
SO53175,5,2
SO53176,1,2
SO53177,1,1
SO53177,2,1
SO53177,3,1
SO53177,4,1
SO53178,1,1
SO53178,2,1
SO53180,1,1
SO53180,2,1
SO53185,1,1
SO53186,1,1
SO53186,1,10
SO53186,2,1
SO53186,2,10
SO53187,1,1
SO53188,1,1
SO53188,2,1
SO53189,1,1
SO53189,2,1
SO53190,1,1
SO53190,2,1
SO53190,3,1
SO53191,1,1
SO53192,1,6
SO53192,2,6
SO53193,1,1
SO53193,1,10
SO53194,1,1
SO53195,1,1
SO53195,2,1
SO53195,3,1
SO53195,4,1
SO53195,5,1
SO53195,6,1
SO53197,1,4
SO53198,1,1
SO53199,1,1
SO53199,2,1
SO53200,1,1
SO53200,2,1
SO53201,1,4
SO53201,1,10
SO53203,1,1
SO53203,2,1
SO53203,3,1
SO53204,1,1
SO53204,1,10
SO53204,2,1
SO53204,2,10
SO53204,3,1
SO53204,3,10
SO53205,1,1
SO53205,1,10
SO53205,2,1
SO53205,2,10
SO53205,3,1
SO53205,3,10
SO53206,1,1
SO53206,2,1
SO53207,1,1
SO53207,2,1
SO53207,3,1
SO53208,1,1
SO53209,1,1
SO53209,2,1
SO53210,1,1
SO53210,2,1
SO53211,1,1
SO53211,2,1
SO53212,1,1
SO53212,2,1
SO53212,3,1
SO53213,1,1
SO53214,1,1
SO53214,2,1
SO53215,1,1
SO53215,2,1
SO53216,1,1
SO53216,2,1
SO53216,3,1
SO53217,1,6
SO53217,2,6
SO53218,1,1
SO53218,2,1
SO53218,3,1
SO53219,1,1
SO53219,1,10
SO53219,2,1
SO53219,2,10
SO53219,3,1
SO53219,3,10
SO53220,1,1
SO53220,2,1
SO53220,3,1
SO53220,4,1
SO53221,1,1
SO53221,2,1
SO53221,3,1
SO53222,1,1
SO53223,1,1
SO53223,2,1
SO53225,1,1
SO53225,2,1
SO53225,3,1
SO53225,4,1
SO53228,1,1
SO53228,2,1
SO53228,3,1
SO53229,1,1
SO53229,2,1
SO53229,3,1
SO53230,1,1
SO53230,2,1
SO53231,1,1
SO53231,2,1
SO53232,1,1
SO53233,1,6
SO53233,2,6
SO53234,1,1
SO53234,2,1
SO53234,3,1
SO53234,4,1
SO53235,1,1
SO53235,2,1
SO53236,1,1
SO53236,2,1
SO53236,3,1
SO53239,1,1
SO53239,2,1
SO53240,1,2
SO53241,1,1
SO53241,1,2
SO53241,2,1
SO53241,2,2
SO53243,1,4
SO53244,1,1
SO53244,2,1
SO53244,3,1
SO53245,1,1
SO53245,2,1
SO53245,3,1
SO53246,1,1
SO53246,2,1
SO53246,3,1
SO53247,1,4
SO53248,1,1
SO53249,1,1
SO53249,2,1
SO53249,3,1
SO53249,4,1
SO53250,1,1
SO53250,2,1
SO53251,1,1
SO53251,2,1
SO53252,1,1
SO53252,1,10
SO53252,2,1
SO53252,2,10
SO53252,3,1
SO53252,3,10
SO53253,1,1
SO53253,2,1
SO53254,1,1
SO53254,2,1
SO53255,1,1
SO53255,1,10
SO53255,2,1
SO53255,2,10
SO53255,3,1
SO53255,3,10
SO53255,4,1
SO53255,4,10
SO53255,5,1
SO53255,5,10
SO53255,6,1
SO53255,6,10
SO53256,1,1
SO53256,2,1
SO53256,3,1
SO53256,4,1
SO53257,1,1
SO53257,2,1
SO53257,3,1
SO53258,1,1
SO53258,2,1
SO53258,3,1
SO53258,4,1
SO53259,1,1
SO53259,2,1
SO53260,1,1
SO53260,2,1
SO53261,1,6
SO53262,1,1
SO53262,2,1
SO53263,1,1
SO53264,1,1
SO53264,2,1
SO53264,3,1
SO53265,1,1
SO53265,2,1
SO53266,1,1
SO53266,2,1
SO53267,1,1
SO53267,2,1
SO53268,1,1
SO53268,2,1
SO53268,3,1
SO53268,4,1
SO53268,5,1
SO53269,1,1
SO53269,2,1
SO53269,3,1
SO53269,4,1
SO53270,1,1
SO53271,1,1
SO53271,2,1
SO53272,1,1
SO53272,2,1
SO53273,1,1
SO53273,2,1
SO53273,3,1
SO53274,1,1
SO53274,2,1
SO53274,3,1
SO53275,1,1
SO53275,2,1
SO53276,1,1
SO53276,2,1
SO53276,3,1
SO53276,4,1
SO53276,5,1
SO53277,1,1
SO53277,2,1
SO53277,3,1
SO53278,1,1
SO53278,2,1
SO53278,3,1
SO53278,4,1
SO53279,1,1
SO53279,2,1
SO53279,3,1
SO53279,4,1
SO53280,1,1
SO53280,2,1
SO53280,3,1
SO53281,1,1
SO53281,2,1
SO53281,3,1
SO53282,1,1
SO53282,2,1
SO53282,3,1
SO53283,1,1
SO53283,1,2
SO53283,2,1
SO53283,2,2
SO53284,1,1
SO53284,2,1
SO53284,3,1
SO53284,4,1
SO53286,1,1
SO53286,2,1
SO53286,3,1
SO53286,4,1
SO53288,1,1
SO53288,2,1
SO53288,3,1
SO53289,1,1
SO53289,2,1
SO53289,3,1
SO53289,4,1
SO53291,1,1
SO53291,2,1
SO53291,3,1
SO53291,4,1
SO53291,5,1
SO53292,1,1
SO53292,2,1
SO53292,3,1
SO53293,1,1
SO53293,2,1
SO53293,3,1
SO53294,1,1
SO53294,2,1
SO53295,1,1
SO53295,2,1
SO53296,1,1
SO53296,1,10
SO53296,2,1
SO53296,2,10
SO53297,1,1
SO53297,2,1
SO53297,3,1
SO53298,1,1
SO53298,2,1
SO53299,1,1
SO53299,1,10
SO53299,2,1
SO53299,2,10
SO53300,1,1
SO53301,1,1
SO53301,2,1
SO53301,3,1
SO53301,4,1
SO53302,1,1
SO53302,2,1
SO53302,3,1
SO53303,1,1
SO53303,2,1
SO53303,3,1
SO53304,1,1
SO53304,2,1
SO53304,3,1
SO53304,4,1
SO53305,1,1
SO53305,2,1
SO53305,3,1
SO53306,1,4
SO53307,1,1
SO53307,2,1
SO53307,3,1
SO53308,1,1
SO53308,2,1
SO53309,1,1
SO53309,2,1
SO53310,1,6
SO53311,1,1
SO53311,2,1
SO53312,1,1
SO53312,2,1
SO53313,1,1
SO53314,1,1
SO53314,2,1
SO53315,1,1
SO53315,2,1
SO53316,1,1
SO53316,2,1
SO53316,3,1
SO53316,4,1
SO53316,5,1
SO53317,1,1
SO53317,2,1
SO53318,1,1
SO53318,2,1
SO53318,3,1
SO53318,4,1
SO53318,5,1
SO53319,1,1
SO53319,2,1
SO53319,3,1
SO53320,1,1
SO53320,2,1
SO53320,3,1
SO53321,1,1
SO53321,2,1
SO53321,3,1
SO53321,4,1
SO53322,1,1
SO53322,2,1
